step,elapsed_sec,action,observed_protocol,throughput_mbps,rtt_ms,smoothed_rtt,cwnd,loss_rate,reward
159,7.3011,yeah,yeah,1.137,1086.016,1060.313,139.0,0.0,-107.46460000000002
160,7.326064,yeah,yeah,1.123,1046.251,1068.17,140.0,0.0,-103.5021
161,7.383587,yeah,yeah,1.173,1090.314,1069.688,141.0,0.0,-107.85840000000002
162,7.413592,yeah,yeah,1.135,1099.338,1078.268,142.0,0.0,-108.7988
163,7.487066,yeah,yeah,1.129,1162.23,1093.161,145.0,0.0,-115.09400000000001
164,7.534154,yeah,yeah,1.089,1167.442,1109.722,147.0,0.0,-115.65520000000001
165,7.581334,yeah,yeah,1.101,1196.959,1126.946,149.0,0.0,-118.59490000000001
166,7.623799,yeah,yeah,1.13,1168.649,1142.973,152.0,0.0,-115.7349
167,7.654766,yeah,yeah,1.13,1168.88,1147.892,153.0,0.0,-115.75800000000002
168,7.694557,yeah,yeah,1.162,1149.286,1146.793,155.0,0.0,-113.76660000000001
169,7.762991,yeah,yeah,1.144,1196.757,1152.707,157.0,0.0,-118.5317
170,7.835226,yeah,yeah,1.149,1210.116,1170.855,160.0,0.0,-119.8626
171,7.864301,yeah,yeah,1.13,1238.374,1187.357,161.0,0.0,-122.7074
172,7.894857,yeah,yeah,1.114,1246.712,1202.836,163.0,0.0,-123.5572
173,7.922346,yeah,yeah,1.141,1208.353,1211.989,165.0,0.0,-119.69430000000001
174,7.947267,yeah,yeah,1.121,1233.497,1215.006,167.0,0.0,-122.22870000000002
175,8.006696,yeah,yeah,1.121,1282.439,1226.233,168.0,0.0,-127.12290000000003
176,8.042057,yeah,yeah,1.087,1302.565,1254.066,170.0,0.0,-129.16950000000003
177,8.074893,yeah,yeah,1.089,1308.343,1278.416,172.0,0.0,-129.74530000000001
178,8.114821,yeah,yeah,1.117,1296.088,1284.488,174.0,0.0,-128.4918
179,8.171603,yeah,yeah,1.13,1326.168,1286.854,175.0,0.0,-131.4868
180,8.206789,yeah,yeah,1.106,1322.815,1310.025,179.0,0.0,-131.17550000000003
181,8.254158,yeah,yeah,1.103,1318.981,1317.514,180.0,0.0,-130.7951
182,8.285187,yeah,yeah,1.107,1350.045,1321.745,182.0,0.0,-133.8975
183,8.322312,yeah,yeah,1.124,1335.284,1328.801,184.0,0.0,-132.4044
184,8.345389,yeah,yeah,1.125,1335.599,1329.636,185.0,0.0,-132.4349
