step,elapsed_sec,action,observed_protocol,throughput_mbps,rtt_ms,smoothed_rtt,cwnd,loss_rate,reward
232,10.305713,hybla,hybla,1.113,2161.878,2116.439,309.0,0.0,-215.07480000000004
233,10.355214,hybla,hybla,1.109,2200.655,2126.966,311.0,0.0,-218.95650000000003
234,10.383387,hybla,hybla,1.09,2229.244,2139.751,312.0,0.0,-221.83440000000002
235,10.414002,hybla,hybla,1.109,2183.289,2150.381,314.0,0.0,-217.21990000000002
236,10.443883,hybla,hybla,1.099,2213.091,2162.782,316.0,0.0,-220.2101
237,10.47312,hybla,hybla,1.104,2198.972,2174.04,318.0,0.0,-218.7932
238,10.496006,hybla,hybla,1.112,2221.63,2179.989,319.0,0.0,-221.05100000000002
239,10.544658,hybla,hybla,1.111,2260.326,2190.033,320.0,0.0,-224.9216
240,10.581781,hybla,hybla,1.105,2271.009,2212.66,323.0,0.0,-225.99590000000003
241,10.615133,hybla,hybla,1.107,2281.965,2227.635,325.0,0.0,-227.08950000000002
242,10.654424,hybla,hybla,1.096,2300.252,2239.337,326.0,0.0,-228.9292
243,10.703841,hybla,hybla,1.098,2329.138,2253.081,328.0,0.0,-231.8158
244,10.745156,hybla,hybla,1.1,2301.284,2279.382,331.0,0.0,-229.02840000000003
245,10.786786,hybla,hybla,1.118,2282.342,2285.452,334.0,0.0,-227.11620000000002
246,10.84215,hybla,hybla,1.127,2337.667,2291.979,335.0,0.0,-232.6397
247,10.872873,hybla,hybla,1.12,2336.371,2302.646,337.0,0.0,-232.51710000000003
248,10.90432,hybla,hybla,1.116,2348.146,2308.334,338.0,0.0,-233.69860000000003
249,10.93698,hybla,hybla,1.117,2357.67,2328.144,341.0,0.0,-234.65000000000003
250,10.963519,hybla,hybla,1.114,2369.627,2336.876,343.0,0.0,-235.8487
251,11.003831,hybla,hybla,1.124,2379.522,2344.669,345.0,0.0,-236.8282
252,11.070954,hybla,hybla,1.12,2422.999,2359.33,347.0,0.0,-241.17989999999998
253,11.104055,hybla,hybla,1.107,2430.362,2383.892,349.0,0.0,-241.9292
254,11.134552,hybla,hybla,1.101,2460.756,2393.5,350.0,0.0,-244.9746
255,11.202899,hybla,hybla,1.092,2500.062,2416.494,351.0,0.0,-248.9142
256,11.233397,hybla,hybla,1.118,2465.656,2429.782,354.0,0.0,-245.44760000000002
257,11.293805,hybla,hybla,1.104,2459.762,2446.029,356.0,0.0,-244.87220000000002
258,11.356415,hybla,hybla,1.117,2510.208,2456.876,359.0,0.0,-249.90380000000002
259,11.386169,hybla,hybla,1.099,2539.76,2474.008,360.0,0.0,-252.87700000000004
260,11.420342,hybla,hybla,1.099,2556.026,2484.26,361.0,0.0,-254.5036
261,11.472919,hybla,hybla,1.115,2540.155,2504.346,364.0,0.0,-252.90050000000002
262,11.505487,hybla,hybla,1.113,2520.958,2510.571,367.0,0.0,-250.98280000000003
263,11.537657,hybla,hybla,1.126,2553.445,2518.134,369.0,0.0,-254.21850000000003
264,11.567429,hybla,hybla,1.111,2583.056,2526.25,370.0,0.0,-257.19460000000004
265,11.59112,hybla,hybla,1.114,2569.23,2537.479,372.0,0.0,-255.809
266,11.637959,hybla,hybla,1.118,2564.159,2540.814,373.0,0.0,-255.29790000000003
267,11.665641,hybla,hybla,1.121,2591.798,2550.673,374.0,0.0,-258.0588
268,11.696398,hybla,hybla,1.105,2622.517,2566.108,376.0,0.0,-261.14669999999995
269,11.736176,hybla,hybla,1.104,2632.88,2581.847,378.0,0.0,-262.184
270,11.795958,hybla,hybla,1.109,2691.533,2602.134,380.0,0.0,-268.0443
271,11.856976,hybla,hybla,1.104,2713.569,2633.839,383.0,0.0,-270.2529
272,11.890298,hybla,hybla,1.1,2666.001,2649.838,385.0,0.0,-265.50010000000003
273,11.913542,hybla,hybla,1.12,2689.435,2656.896,387.0,0.0,-267.8235
274,11.975205,hybla,hybla,1.11,2731.138,2671.11,389.0,0.0,-272.0038
275,12.023168,hybla,hybla,1.11,2749.079,2688.943,391.0,0.0,-273.7979
276,12.061536,hybla,hybla,1.107,2756.566,2708.408,394.0,0.0,-274.54959999999994
277,12.096266,hybla,hybla,1.121,2741.494,2713.695,396.0,0.0,-273.02840000000003
278,12.141627,hybla,hybla,1.12,2758.718,2719.323,397.0,0.0,-274.7518
279,12.185356,hybla,hybla,1.124,2763.481,2734.124,401.0,0.0,-275.2241
280,12.224052,hybla,hybla,1.129,2760.129,2737.973,403.0,0.0,-274.8839
281,12.267667,hybla,hybla,1.129,2779.762,2743.197,404.0,0.0,-276.8472
282,12.332816,hybla,hybla,1.124,2844.889,2760.137,406.0,0.0,-283.3649
283,12.393853,hybla,hybla,1.114,2889.803,2791.122,409.0,0.0,-287.8663
284,12.438249,hybla,hybla,1.106,2853.861,2814.278,411.0,0.0,-284.2801
285,12.467438,hybla,hybla,1.113,2883.076,2828.116,413.0,0.0,-287.19460000000004
286,12.493587,hybla,hybla,1.106,2900.29,2845.085,415.0,0.0,-288.923
287,12.546256,hybla,hybla,1.106,2924.308,2854.988,416.0,0.0,-291.32480000000004
288,12.604672,hybla,hybla,1.103,2961.197,2882.95,419.0,0.0,-295.0167
289,12.643702,hybla,hybla,1.116,2924.261,2896.148,422.0,0.0,-291.31010000000003
290,12.673185,hybla,hybla,1.115,2930.393,2904.002,424.0,0.0,-291.9243
291,12.741185,hybla,hybla,1.135,2946.895,2908.887,426.0,0.0,-293.5545
292,12.784431,hybla,hybla,1.115,2980.216,2926.714,428.0,0.0,-296.90659999999997
293,12.822747,hybla,hybla,1.117,2989.125,2944.71,431.0,0.0,-297.7955
294,12.854215,hybla,hybla,1.132,2968.84,2953.802,433.0,0.0,-295.752
295,12.883592,hybla,hybla,1.127,2979.827,2957.827,435.0,0.0,-296.8557
296,12.960753,hybla,hybla,1.13,3036.939,2969.343,437.0,0.0,-302.5639
297,13.030648,hybla,hybla,1.136,3024.686,2983.268,440.0,0.0,-301.3326
298,13.061389,hybla,hybla,1.117,3055.465,2997.111,441.0,0.0,-304.4295
299,13.116231,hybla,hybla,1.118,3090.468,3015.431,443.0,0.0,-307.9288
300,13.14427,hybla,hybla,1.109,3069.189,3029.869,446.0,0.0,-305.8099
301,13.2159,hybla,hybla,1.113,3140.788,3050.35,448.0,0.0,-312.9658
302,13.246005,hybla,hybla,1.104,3132.19,3080.214,450.0,0.0,-312.11500000000007
303,13.294305,hybla,hybla,1.106,3180.527,3092.753,451.0,0.0,-316.9467
304,13.36049,hybla,hybla,1.103,3217.444,3122.148,454.0,0.0,-320.64140000000003
305,13.403359,hybla,hybla,1.098,3228.881,3143.553,456.0,0.0,-321.7901
306,13.436033,hybla,hybla,1.101,3190.321,3158.855,459.0,0.0,-317.9311
307,13.464255,hybla,hybla,1.104,3218.685,3170.837,461.0,0.0,-320.76450000000006
308,13.496703,hybla,hybla,1.106,3236.942,3184.037,463.0,0.0,-322.58820000000003
309,13.536105,hybla,hybla,1.106,3230.112,3189.796,464.0,0.0,-321.90520000000004
310,13.581793,hybla,hybla,1.108,3275.975,3204.982,466.0,0.0,-326.4895
